CaseNumber,PRSM,Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
10012230,0.824423963,3578,7000,8680,12.5,1087.8,4547.58,4547.5,4,O,654,6,10,6,7,0,4,Corporation,1,0,2,0,56,Apparel and Accessory Stores,35145,17688,17457,230900,59656,32.1,5,1555,33348,1807768,11675,1376,13051,GA,H,S1
429717161,0.924907456,6996,12200,15128,12.5,2347.28,16335.34,5427.14544,6,R,526,7,31,28,12,2,1,Sole Proprietorship,1,0,1,0,75,Auto Repair Services and Parking,13639,6411,7228,89300,36328,43.4,5,300,1764,39684,6623,331,6954,FL,B,S2
408618237,0.688464236,3927,9200,11408,12.5,1463.72,5933.12,5933,4,O,601,13,8,4,6,1,3,Sole Proprietorship,5,3,1,0,59,Miscellaneous Retail Stores,34230,18721,15509,261700,42255,39.1,5,1563,14912,347902,12035,1526,13561,FL,H,S2
434115883,0.837106383,2459,5000,5875,12.5,405,6033.86,6033.66667,6,O,508,2,16,6,6,8,2,Corporation,1,0,1,0,56,Apparel and Accessory Stores,44321,22580,21741,234600,38482,33.4,5,1043,9935,240504,14068,1336,15404,NY,OTHER,S1
162914180,0.980846774,11676,19200,23808,12.5,2841.6,11867.96,11868,11,O,588,12,44,37,32,0,7,Corporation,11,4,4,0,64,Insurance Agents Brokers and Services,27202,13099,14103,316500,72728,37.2,5,845,14889,610210,10238,768,11006,MA,B,S2
133713767,0.718500949,15146,34000,42160,10,7548,33506.6,33506.6667,6,O,480,3,24,18,17,4,2,Corporation,3,0,1,0,75,Auto Repair Services and Parking,22757,10978,11779,137700,46618,34.8,6,622,12636,482513,8843,825,9668,IL,B,S3
321818479,1.054723339,25981,41400,49266,12.5,4473.44,32614.22,32614,4,O,673,4,19,18,12,0,1,Corporation,14,2,1,1,54,Food Stores,9866,4736,5130,69600,30564,38.9,6,220,2131,42317,3788,273,4061,TN,OTHER,S3
231018609,0.949193548,81213,138000,171120,12.5,16339.2,90760.94,90760.6667,6,R,677,8,32,32,16,0,0,Corporation,11,4,0,3,58,Eating and Drinking Places,26408,12055,14353,875000,62467,37.6,5,3045,78793,4772587,18226,2738,20964,NY,B,S4
360317486,0.977542477,158792,262000,324880,10,38776,216246.76,216247,6,O,606,6,15,6,9,0,9,Sole Proprietorship,2,5,5,0,58,Eating and Drinking Places,39703,19358,20345,140600,59373,37.5,6,1193,18595,636764,14260,1036,15296,MN,B,S4
248710693,0.556896165,6208,18200,22295,12.5,3694.6,14445.7,18835.2,10,O,541,7,18,12,7,1,5,Limited Liability Company,6,2,0,2,53,General Merchandise Stores,21293,10678,10615,108900,36335,34.8,5,715,7357,189061,8123,621,8744,FL,H,S2
192916012,0.605049645,5332,15000,17625,12.5,1417.5,13539.34,13539.3466,4,O,572,18,23,7,7,9,6,Sole Proprietorship,5,2,2,0,41,Local/Suburban Transit and Highway Passenger,58283,27911,30372,73700,39095,33.8,5,1256,13154,354468,18861,1436,20297,FL,OTHER,S2
448610609,0.33559322,1386,7000,8260,12.5,952,6428.12,6428,3,O,459,2,24,13,17,6,5,Limited Liability Company,2,0,1,0,58,Eating and Drinking Places,43630,20177,23453,76900,27936,34.1,5,579,7952,202009,17957,802,18759,VA,OTHER,S1
146518205,0.89248227,15730,30000,35250,6,2835,60366,60366,4,O,621,9,20,17,5,0,3,Corporation,5,2,1,0,72,Personal Services,58895,28349,30546,98600,42934,34.9,5,1458,13254,317909,19054,1016,20070,FL,OTHER,S3
385417166,0.504809153,9972,33200,39508,12.5,4581.6,25226.12,25226,6,O,491,1,9,5,6,1,3,Limited Liability Company,1,1,1,0,53,General Merchandise Stores,13422,7976,5446,92600,42745,35.1,6,266,3650,104928,4171,229,4400,WI,B,S3
155113666,0.344918976,9110,42600,52824,12.5,6777.66,27434.6,33443.25,8,O,468,12,16,9,6,5,2,Corporation,6,8,0,7,58,Eating and Drinking Places,7148,3478,3670,85800,32529,38.7,5,298,2870,81334,3165,314,3479,NY,H,S4
207018841,0.803538257,9084,19000,22610,12.5,2097.6,18846,15125,4,R,550,27,37,26,20,6,5,Limited Liability Company,22,7,1,7,58,Eating and Drinking Places,27762,13341,14421,141200,60141,41.3,5,880,12435,476067,11400,823,12223,NY,B,S2
363619671,0.960375865,48547,83200,101100,12.5,11900,109986,318726,1,R,601,22,58,57,29,1,0,Corporation,21,3,5,0,70,Hotels Rooming and Other Lodging Places,22079,10290,11789,45800,20838,37.1,6,703,10450,273491,7815,1037,8852,AL,H,S4
288614901,0.391902215,2565,11000,13090,7.5,1518,16764.3,6132.42716,5,O,520,2,35,17,17,4,7,Limited Liability Company,20,12,1,7,53,General Merchandise Stores,27062,13051,14011,111300,32820,39.6,5,845,10069,236407,11544,1156,12700,NC,B,S2
335718101,1.450706932,52842,62000,72850,12.5,5440.5,55768.42,55768.2857,7,O,738,3,24,24,13,0,0,Corporation,1,2,0,0,58,Eating and Drinking Places,7204,3542,3662,384500,107989,43.2,6,519,19959,1253322,2800,321,3121,IL,OTHER,S4
329110445,0.797768288,11582,24400,29036,12.5,3367.2,22477,22477,4,O,639,13,12,7,8,0,5,Corporation,14,0,0,0,64,Insurance Agents Brokers and Services,98841,50654,48187,211700,34746,29.9,5,1157,9783,413396,20093,1760,21853,NY,B,S3
216313489,0.671449067,3510,8200,10455,12.5,1398.1,5997.18,5997,2,R,497,22,27,22,15,2,3,Sole Proprietorship,18,3,0,3,59,Miscellaneous Retail Stores,20363,10053,10310,98400,46924,36.5,5,406,6175,163800,8046,453,8499,MI,H,S2
193910747,0.938967486,37831,68000,80580,12.5,9316,53233.16,53233.3333,6,O,565,5,22,21,16,0,1,Sole Proprietorship,4,1,1,0,57,Home Furniture and Furnishings Stores,17910,8736,9174,273500,48920,46.7,5,1850,15184,634411,10471,1333,11804,FL,H,S4
168610071,1.042637551,121754,194600,233550,12.5,23203.38,156366,218871,2,R,529,5,32,27,10,3,2,Corporation,5,2,7,0,55,Automotive Dealers and Service Stations,13767,6509,7258,93100,28344,62.3,5,396,5002,134219,8223,312,8535,FL,H,S4
227819355,1.109707447,8345,12800,15040,12.5,345.6,13808,13808,1,R,568,2,27,21,20,1,5,Corporation,2,0,0,0,37,Transportation equipment Manufacturers.,59935,28201,31734,133300,52830,33.7,5,2078,19873,506685,16208,1018,17226,FL,OTHER,S2
423412107,0.830025262,8050,16300,19397,12.5,2249.4,12847.82,12848,4,O,574,61,38,26,16,3,9,Corporation,29,1,3,1,75,Auto Repair Services and Parking,27796,13736,14060,65500,20148,32.1,5,657,8712,197415,8956,1316,10272,FL,B,S2
274311812,0.631420589,7345,19800,23265,12.5,1603.8,11285.9,11285.8,10,O,497,9,23,11,15,6,6,Partnership,8,2,2,0,55,Automotive Dealers and Service Stations,25020,11812,13208,159400,40981,59.9,5,866,10328,280340,18194,615,18809,FL,OTHER,S2
270310748,0.91270794,2661,4900,5831,12.5,676.2,3865.84,3865.5,4,O,577,5,45,40,29,2,3,Sole Proprietorship,5,9,0,0,79,Amusement and Recreational Services,16729,7957,8772,71200,33037,40,5,445,6799,219485,6888,456,7344,NY,B,S1
165019270,1.30341281,78064,96600,119784,12.5,14296.8,63558.34,63558.5714,7,O,671,20,28,22,21,0,6,Corporation,23,0,1,0,75,Auto Repair Services and Parking,38292,18564,19728,98500,45619,35.8,5,1193,27252,853328,15085,1160,16245,IN,B,S4
47512868,0.587753573,10981,31400,37366,12.5,866.64,66946,45867,2,R,649,21,26,15,14,3,8,Corporation,11,7,0,5,58,Eating and Drinking Places,31839,15615,16224,73000,39337,32.9,5,906,20667,858046,13000,967,13967,OH,F,S3
189915796,0.376852659,12103,51800,64232,12.5,8241.38,33424.44,33424.5714,7,O,450,1,19,4,9,6,9,Sole Proprietorship,1,1,0,0,58,Eating and Drinking Places,24798,12162,12636,125300,56807,36.2,5,563,9612,273710,10765,347,11112,VA,H,S4
283217250,0.783805581,7289,15800,18599,12.5,1436.88,26639.74,26643.6192,11,R,471,2,9,5,6,1,3,Limited Liability Company,20,1,3,1,53,General Merchandise Stores,13422,7976,5446,92600,42745,35.1,6,266,3650,104928,4171,229,4400,WI,B,S2
286316553,0.901935871,37622,71000,83425,7.5,1917,106626.62,106627.2,5,R,548,38,13,3,10,1,9,Corporation,13,7,0,7,58,Eating and Drinking Places,53248,25400,27848,96300,28694,31.8,5,766,11447,236056,16992,1177,18169,FL,OTHER,S4
62718147,0.831540147,41735,84000,100380,12.5,12259.8,69759.5,69760.036,4,O,534,2,44,15,15,3,1,Sole Proprietorship,2,3,1,0,59,Miscellaneous Retail Stores,23250,11610,11640,143000,58298,31.8,6,805,14323,503731,10258,649,10907,MN,H,S4
323119313,0.613075422,21362,56200,69688,12.5,10812.88,52120.58,28433,2,R,533,23,32,20,22,5,7,Sole Proprietorship,4,0,1,0,80,Health Services,37361,18043,19318,117400,42220,31.3,6,1587,23514,667156,17286,1842,19128,LA,B,S4
308713868,0.532659866,40337,131700,151455,12.5,10272.6,103872.1,109066.333,6,O,508,48,25,15,13,6,4,Corporation,1,0,1,0,58,Eating and Drinking Places,13490,6268,7222,97200,36989,44.4,5,619,9227,232540,7142,630,7772,PA,B,S4
124717363,1.226331939,43964,60000,71700,12.5,9174,45463.56,54188.5714,7,O,670,2,35,35,19,0,0,Limited Liability Company,1,0,3,0,59,Miscellaneous Retail Stores,4398,2181,2217,81600,42755,37.1,5,58,367,5442,1906,73,1979,NC,H,S4
166312728,0.78,9282,20000,23800,10,2159.98,62806.14,68105.2,5,O,556,4,27,19,13,2,6,Corporation,4,0,1,0,58,Eating and Drinking Places,40827,19711,21116,120100,46828,38.4,5,1799,34211,908393,17611,1930,19541,TN,OTHER,S2
74418219,0.876544736,14186,27200,32368,12.5,750.72,59724.24,12634,1,R,587,27,48,17,17,0,12,Corporation,5,1,2,0,56,Apparel and Accessory Stores,30039,14081,15958,60900,26546,31.8,6,803,11001,245811,9235,1025,10260,MS,F,S3
248312005,0.531395531,8501,27000,31995,12.5,1664.56,20901.64,14729.0367,4,O,510,6,35,17,19,9,9,Limited Liability Company,3,0,1,0,56,Apparel and Accessory Stores,7271,3544,3727,114000,50977,37.7,5,145,2192,76050,2206,144,2350,NJ,H,S3
34019186,0.810338983,4781,10000,11800,12.5,952,11335.4,13798.8,5,O,528,2,12,8,3,1,3,Sole Proprietorship,1,0,1,0,56,Apparel and Accessory Stores,10744,4982,5762,196800,41209,58.4,5,409,4446,152134,6096,274,6370,FL,OTHER,S2
259715489,0.859189481,4378,8600,10191,12.5,1178.2,6847.98,7828.90909,11,O,625,13,18,15,9,1,2,Corporation,12,2,1,1,72,Personal Services,30595,14849,15746,50700,31863,39,6,759,14120,367832,12502,984,13486,IA,H,S2
342710022,0.951976856,14808,24400,31110,12.5,5105.7,16023.88,16024,4,O,599,10,20,12,10,2,6,Sole Proprietorship,10,3,4,0,75,Auto Repair Services and Parking,9347,4470,4877,84400,41752,40.3,5,155,4752,193212,3401,182,3583,NY,B,S3
25015647,1.095643364,5407,8400,9870,12.5,510.3,7526.3,8980.24689,4,R,566,3,41,22,18,1,18,Corporation,2,0,0,0,75,Auto Repair Services and Parking,38849,18875,19974,129400,55645,37.2,5,771,5073,114184,13766,293,14059,FL,OTHER,S1
276518491,0.653308946,7858,19400,24056,12.5,2871.2,12873.6,12873.4286,7,O,628,2,7,4,5,1,2,Corporation,2,2,2,2,57,Home Furniture and Furnishings Stores,28435,12690,15745,160700,31869,32.4,5,289,4497,167368,7732,590,8322,NY,B,S2
302310176,0.859299368,162347,316200,377859,12.5,8790.36,284623.6,357074.667,3,R,530,13,22,13,8,3,6,Corporation,15,3,6,0,57,Home Furniture and Furnishings Stores,30820,14650,16170,135300,54114,36.4,5,786,16512,541670,10960,853,11813,NJ,A,S4
37711399,1.049369748,1998,3200,3808,12.5,353.28,5304.08,4693.66667,6,R,556,5,38,33,32,0,5,Corporation,1,0,1,0,50,Wholesale Trade-Durable Goods,27834,13153,14681,161800,60170,44.4,5,1553,24285,675880,10987,1619,12606,OH,B,S1
30414187,1.095402867,6648,10200,12138,12.5,1407.6,8017.66,8018,3,O,602,6,56,52,35,0,4,Sole Proprietorship,5,0,2,0,72,Personal Services,36769,18288,18481,122500,51259,32.3,5,1376,19287,659746,21231,1387,22618,GA,B,S2
328616727,0.949361563,8699,15400,18326,12.5,2284.58,12049.22,12049.3333,6,O,648,3,26,17,13,2,7,Corporation,3,1,1,0,75,Auto Repair Services and Parking,31627,14525,17102,48600,21772,35.9,6,585,7496,204146,10245,1070,11315,AL,H,S2
435318265,0.584713886,3653,9800,12495,12.5,2164.58,6334,9944.15385,13,O,561,8,15,15,5,0,0,Corporation,1,2,1,0,75,Auto Repair Services and Parking,53398,27525,25873,70100,18506,33.3,5,1602,18704,467736,15641,2737,18378,FL,H,S2
134214687,0.873720397,11437,22000,26180,10,3036,21773.14,21772.5802,2,O,600,8,25,24,10,0,1,Corporation,2,0,1,0,59,Miscellaneous Retail Stores,10433,4988,5445,188800,60812,37.7,5,296,4047,277566,3961,381,4342,MA,B,S3
288718570,0.799190459,25865,52200,64728,12.5,8111.88,33626.12,33626.1333,15,O,517,7,51,36,30,7,8,Corporation,7,5,0,4,58,Eating and Drinking Places,34006,16009,17997,88600,42364,40.7,6,1096,13760,329169,13576,816,14392,MO,H,S4
24414752,1.266354515,18932,26000,29900,12.5,2028,20697.84,20697.6364,11,O,621,7,30,20,14,2,8,Corporation,11,0,0,0,79,Amusement and Recreational Services,11627,5673,5954,155400,66956,37.4,5,293,3374,83219,4965,177,5142,NC,B,S3
56717105,0.77528832,7630,16200,19683,12.5,463.32,20976.24,25811.3333,3,R,547,7,6,2,2,3,1,Corporation,1,1,1,1,58,Eating and Drinking Places,43380,22558,20822,145400,43345,30.4,5,462,4592,100847,13770,615,14385,MD,A,S2
187115454,1.3994325,12823,15400,18326,12.5,1700.16,15902,18524,3,R,651,20,36,35,20,0,1,Corporation,15,4,3,0,58,Eating and Drinking Places,31853,14613,17240,120000,39075,46.8,5,586,7686,217197,13643,495,14138,PA,B,S2
180219946,0.854497947,5723,11400,13395,12.5,923.4,10287.52,10287,14,O,529,19,47,39,33,4,4,Sole Proprietorship,1,0,1,0,80,Health Services,80,6100,1900,145000,45500,38.8,6,137,7705,271456,2,130,132,TN,OTHER,S2
334314833,0.859370315,42990,87000,100050,12.5,4524,79505.2,92840,3,R,624,8,30,25,23,1,4,Corporation,4,3,1,0,75,Auto Repair Services and Parking,18925,9042,9883,184100,52319,38.5,5,518,8184,378721,5685,493,6178,NJ,B,S4
403311275,0.886693548,8796,16000,19840,12.5,2368,10522.78,14132.8571,7,O,581,6,36,26,18,3,7,Corporation,7,0,1,0,59,Miscellaneous Retail Stores,9263,4591,4672,187200,87512,31.7,6,153,1749,33276,5524,180,5704,IL,B,S2
440718854,1.294042553,45615,60000,70500,10,7695,90868.42,90868.375,16,O,693,10,54,53,30,0,1,Corporation,4,0,0,0,75,Auto Repair Services and Parking,19151,8792,10359,97200,46223,30.9,5,459,9809,323609,7466,584,8050,GA,OTHER,S4
279719424,0.689446769,4449,10800,12906,12.5,900.72,9646.38,9646.4,5,O,576,2,15,7,8,5,3,Sole Proprietorship,3,0,1,0,72,Personal Services,22714,11308,11406,114500,45122,35.2,5,474,3999,112084,8636,544,9180,NC,A,S2
218314158,1.103327878,15168,23400,27495,12.5,631.8,31412.34,31412.4444,9,R,580,10,30,26,18,4,0,Corporation,10,0,3,0,51,Wholesale Trade-Nondurable Goods,11794,5802,5992,325400,66947,60.5,5,579,7245,235169,10346,302,10648,FL,OTHER,S3
400412218,0.899435286,39420,74600,87655,7.5,7049.7,84005.08,84004.6667,3,O,641,9,14,9,4,2,3,Limited Liability Company,11,6,2,4,58,Eating and Drinking Places,29837,14546,15291,93400,39146,38.4,5,667,9693,279567,13573,642,14215,FL,OTHER,S4
60617260,0.852673379,10629,21400,24931,10,2134.66,22192.62,22192.5,4,O,599,7,14,6,9,1,7,Sole Proprietorship,18,2,1,1,75,Auto Repair Services and Parking,67012,31452,35560,62400,31367,24.9,5,347,3204,76231,15927,611,16538,MI,B,S2
370812555,1.124489796,37468,56000,66640,12.5,6182.4,49782.88,45610,4,R,638,18,26,25,13,0,1,Corporation,19,7,3,7,57,Home Furniture and Furnishings Stores,26474,12772,13702,100400,43222,36.7,6,1093,32701,1176722,12290,1045,13335,TN,B,S4
395212699,0.718322374,14147,33100,39389,12.5,4567.8,26130.02,26130,5,O,540,18,20,12,11,6,2,Corporation,4,2,0,0,75,Auto Repair Services and Parking,19289,9416,9873,96900,35586,38,6,457,4838,107114,6472,677,7149,MS,B,S3
312710234,1.02770553,13632,22200,26529,15,444,26105.48,16866.3651,3,R,531,10,25,13,14,3,9,Sole Proprietorship,10,0,1,0,75,Auto Repair Services and Parking,5615,2733,2882,92100,40774,37.4,5,79,422,8186,1951,20,1971,NY,A,S3
195414192,0.462254323,3328,12100,14399,12.5,1669.8,9536.76,9536.5,4,O,556,5,12,4,6,4,4,Limited Liability Company,1,12,1,8,72,Personal Services,43360,20187,23173,104200,37505,31.4,5,656,14389,461799,18782,969,19751,NC,B,S2
186111607,1.184125,9473,13000,16000,12.5,2104.24,11494.26,9815.66667,6,R,631,18,26,18,18,0,8,Sole Proprietorship,11,0,1,0,58,Eating and Drinking Places,15683,7448,8235,203000,53761,56.8,5,607,6568,211727,9747,358,10105,FL,H,S2
74211270,0.862745098,3080,6000,7140,12.5,662.4,4731.56,9418,1,R,548,9,25,19,13,2,4,Sole Proprietorship,9,0,1,0,56,Apparel and Accessory Stores,26230,12905,13325,105800,46952,35.4,6,774,17565,571368,11290,726,12016,MN,B,S1
379517967,0.885294118,4214,8000,9520,12.5,1104,7035.46,7035.33333,9,O,575,10,4,3,0,0,1,Corporation,5,0,1,0,57,Home Furniture and Furnishings Stores,26120,12305,13815,106500,41721,31.6,5,600,9836,338963,8408,783,9191,NJ,B,S1
94311184,0.701401142,16895,41000,48175,15,1107,30897.96,30898,6,R,531,10,13,5,7,4,4,Corporation,9,0,2,0,70,Hotels Rooming and Other Lodging Places,18684,10303,8381,173000,31843,38.8,5,1041,9955,294865,9585,1146,10731,FL,OTHER,S3
186615791,0.853557423,15236,30000,35700,12.5,4140,24387.58,24387.3333,3,O,543,3,24,16,15,4,4,Corporation,1,2,1,0,72,Personal Services,66789,33255,33534,375000,55647,30.9,6,1776,19346,600731,38412,1875,40287,IL,B,S3
254418129,1.240362903,92283,120000,148800,12.5,19092,77974.42,77974.5455,11,O,764,8,37,37,24,0,0,Limited Liability Company,6,0,0,0,82,Educational Services,6746,3269,3477,62600,27144,39.4,5,197,2338,68045,2349,223,2572,FL,H,S4
188016315,0.640576311,19118,50800,59690,12.5,1016,55250,26518.6667,3,R,531,1,14,4,5,1,9,Corporation,3,2,1,0,58,Eating and Drinking Places,19154,9202,9952,177000,51858,39.6,5,642,9775,442333,7761,624,8385,NH,A,S4
129113149,1.140508806,10199,14600,17885,12.5,1481.9,9420.44,9420.5,4,O,618,20,25,21,10,2,2,Sole Proprietorship,13,2,2,0,56,Apparel and Accessory Stores,58259,28332,29927,160000,31348,32.6,5,933,6541,178186,19184,1079,20263,NY,C,S2
81614156,1.133081748,65755,93600,116064,12.5,13852.8,73288.68,73288.8889,9,O,742,3,18,18,6,0,0,Corporation,2,0,0,0,58,Eating and Drinking Places,97086,45284,51802,1000001,49733,36.9,5,1896,20088,675809,41775,1178,42953,NY,H,S4
44116210,1.032090689,9150,14900,17731,12.5,2056.2,11743.22,11743.5,4,O,584,6,10,2,1,7,1,Corporation,5,0,3,0,27,Printing Publishing and Allied Industries,22779,11073,11706,105500,41592,36.5,5,645,7581,184316,12191,549,12740,FL,B,S2
182516392,1.113053221,39736,60000,71400,12.5,8280,64893.84,56384.2222,9,O,728,47,2,2,1,0,0,Sole Proprietorship,28,5,3,1,59,Miscellaneous Retail Stores,66456,32796,33660,132700,60427,31.6,5,842,5108,130488,26693,486,27179,GA,B,S4
240510445,0.874772036,2878,5600,6580,12.5,604.8,4446.66,4446.66667,3,O,534,2,14,12,6,0,2,Sole Proprietorship,2,1,0,0,54,Food Stores,37666,17874,19792,142700,32954,23.6,5,878,9662,281232,13884,978,14862,VA,E,S1
388211735,0.840217955,16191,32800,38540,12.5,3099.6,31634.44,31634.5,4,O,556,10,18,9,10,3,7,Corporation,1,0,0,0,59,Miscellaneous Retail Stores,32159,15824,16335,203000,65596,37.1,5,2111,35281,1408975,9984,2011,11995,NY,OTHER,S3
255419634,0.52807072,3405,10400,12896,12.5,1539.2,6830.4,6830.5,12,O,463,14,15,5,5,6,4,Sole Proprietorship,14,3,2,1,75,Auto Repair Services and Parking,45274,22463,22811,160300,63980,33.9,5,1356,25036,984156,11319,1090,12409,NJ,B,S2
20117321,1.116797407,86133,131200,154250,12.5,14308.1,101239.6,101239.667,6,O,615,20,25,23,6,0,2,Corporation,0,0,4,0,54,Food Stores,34370,15951,18419,168600,54685,52.5,5,679,8717,327586,17543,571,18114,NJ,OTHER,S4
83711917,0.530582167,5760,18400,21712,12.5,1288,16607.28,1792.96491,3,O,471,5,28,6,6,5,8,Sole Proprietorship,1,1,1,0,54,Food Stores,20224,9498,10726,107500,39740,38.1,5,701,6995,183959,7296,727,8023,FL,OTHER,S2
226614619,0.532087469,68618,208000,257920,12.5,31553.6,136655.56,136655.333,3,O,501,7,24,9,18,4,11,Limited Liability Company,4,4,0,2,58,Eating and Drinking Places,40838,19664,21174,102400,47142,34,6,1329,21774,550464,18516,1743,20259,TN,D,S4
413616218,0.405938416,5537,22000,27280,12.5,3256,14925.34,16692,4,O,471,2,27,14,12,8,5,Sole Proprietorship,15,0,0,0,75,Auto Repair Services and Parking,29167,14650,14517,79500,34224,33,5,773,10787,274155,8074,671,8745,FL,B,S3
2016333,1.051027668,26591,44000,50600,10,3432,47827.88,50688.8333,12,O,684,3,15,12,8,0,3,Limited Liability Company,16,0,2,0,75,Auto Repair Services and Parking,24439,11864,12575,107900,34789,35,5,1291,25018,778684,10061,1664,11725,VA,A,S4
380015823,0.981153305,20928,36000,42660,12.5,4932,26025.04,3526.20227,1,O,656,38,46,26,35,4,16,Corporation,13,0,2,0,58,Eating and Drinking Places,1248,609,639,97200,31719,49.1,6,41,230,5797,570,23,593,WI,H,S3
259018453,0.663458932,4895,12400,14756,12.5,1711.2,9794.44,9794.66667,3,O,554,14,24,13,11,5,6,Sole Proprietorship,5,11,0,7,75,Auto Repair Services and Parking,10968,5442,5526,64000,24288,39.9,5,86,523,8404,3788,70,3858,FL,B,S2
236418264,0.589097056,8364,22900,28396,12.5,3558.66,15740.14,15739.3333,6,O,512,6,19,10,8,3,6,Sole Proprietorship,5,0,1,0,79,Amusement and Recreational Services,44927,21817,23110,106800,51114,33.8,5,1627,20699,477628,19652,1425,21077,FL,H,S3
4614664,0.707800512,7749,18400,21896,12.5,2031.36,14485.2,14485.2225,6,R,458,3,34,32,26,14,28,Sole Proprietorship,13,7,0,7,55,Automotive Dealers and Service Stations,14918,7569,7349,117700,46526,36.5,5,506,4280,105661,5492,387,5879,ME,B,S2
440516136,0.904440333,9777,18400,21620,5,1490.4,62039.86,62040,5,O,489,2,33,19,16,6,8,Corporation,3,0,0,0,75,Auto Repair Services and Parking,25287,12304,12983,68700,33732,36.7,5,801,10452,246789,9772,860,10632,FL,OTHER,S2
288415389,0.876371781,3913,7600,8930,12.5,564.3,6796.4,6795.84614,4,R,558,7,23,6,6,4,6,Corporation,3,3,1,0,58,Eating and Drinking Places,14501,7137,7364,214000,78244,41.6,5,468,2512,58238,5408,107,5515,FL,OTHER,S1
86717733,0.818657367,7512,14800,18352,12.5,1752.32,13959.9,3996,1,R,702,11,32,26,16,3,3,Corporation,6,0,0,0,58,Eating and Drinking Places,11007,5433,5574,151200,59820,33.8,6,270,4236,167127,5383,286,5669,IL,B,S2
301515543,1.009243697,15613,26000,30940,12.5,2152.8,23427.56,25135.4,10,O,554,6,29,23,18,1,5,Partnership,5,1,3,0,75,Auto Repair Services and Parking,15553,7425,8128,145500,51843,43,5,277,2681,94503,5853,271,6124,MA,F,S3
13313467,0.60955731,7105,18800,23312,12.5,2782.4,15777.5,15777.5,4,O,469,8,23,9,10,9,5,Corporation,3,1,0,0,75,Auto Repair Services and Parking,45647,20751,24896,52700,26655,36.8,5,557,6735,360035,18706,1113,19819,PA,B,S2
411011654,0.771942034,18857,39400,48856,12.5,4664.96,41514.66,39207.524,3,R,618,5,16,10,7,1,5,Limited Liability Company,2,0,0,0,58,Eating and Drinking Places,29314,14418,14896,148900,61571,35.9,5,1162,29957,1507805,8756,672,9428,FL,B,S3
161518113,0.774537266,14102,30600,36414,17.5,3378.24,17300,30521,2,R,619,4,12,11,5,0,1,Sole Proprietorship,1,0,1,0,52,Building Materials and Hardware,5835,2844,2991,110500,47649,38.5,6,211,1543,38071,2393,175,2568,IA,B,S3
216119588,0.719848503,6082,14200,16898,12.5,1959.6,13035.42,13893.5,4,O,501,18,17,7,9,2,8,Corporation,2,1,0,0,27,Printing Publishing and Allied Industries,85987,42651,43336,286700,26648,28.9,5,2238,23488,783667,21686,2333,24019,NY,B,S2
